"dens_vers";"haut_herbe";"haut_herbe_2";"presence"
-0.600952220043004;-0.367396153366142;0.134979933508238;"0"
1.52384553082836;0.471529273708533;0.222339855964096;"1"
0.568773844608277;1.69008769275251;2.85639640919349;"0"
0.117788926383064;-1.10266142603718;1.21586222047035;"0"
-0.778794714044036;-0.608247005967441;0.369964420268357;"0"
1.27549889277079;0.664369150151275;0.441386367672727;"1"
0.415762289418398;0.210638578002313;0.0443686105428363;"1"
-0.0744141556242606;1.58216327644755;2.50324063333925;"0"
-0.0281113400091314;-1.77075311663262;3.13556660006412;"0"
0.555090358059797;-0.275157166452246;0.0757114662500289;"1"
-1.08785455480456;-0.486920711472953;0.237091779261327;"0"
-1.17969512645617;-0.969604354509717;0.940132604284206;"0"
-1.04028992332757;-1.79099269633143;3.20765483831254;"0"
0.848936027110493;0.364982298432102;0.13321207816878;"1"
-0.774844680706764;0.916520698414692;0.840010190622555;"0"
0.335562686047671;-0.174640103450631;0.0304991657332473;"1"
1.09190266449331;1.07988738337589;1.16615676077443;"1"
0.971819598129499;0.877816237481255;0.770561346785747;"1"
0.519019437377267;0.0835623179582381;0.00698266098255368;"0"
-0.394010379957808;-0.446695730498104;0.199537075645234;"0"
-0.724848363999926;-0.380636065481119;0.144883814344947;"0"
-0.660911904653418;1.76754190761509;3.12420439517561;"0"
0.876119800287406;-0.772196015321609;0.596286686078571;"1"
-0.509936160452336;-0.555028726399118;0.308056887128227;"0"
0.731810949230331;0.12134149272233;0.0147237578560834;"1"
0.237298450984576;0.0379896076508441;0.00144321028946507;"1"
0.312810654391246;1.31087260122852;1.71838697665164;"0"
0.17441344788947;1.4063642907065;1.97786051817439;"0"
-1.34467115970898;0.163846797286454;0.0268457729810282;"0"
0.175523803445272;0.240639375342937;0.057907308965439;"0"
